# started on Wed Dec 23 08:02:19 2015

339014,cache-references
118584,cache-misses
12984088,instructions
33860787,cycles
25083840,stalled-cycles-frontend
15636316,stalled-cycles-backend
1828566,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
