LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
6523992,5546244,36398094,3556326591,55378568,3364142925,3259725547,44024610,1085312347,1825886316
24702821,29295427,62522768,8577267633,2907638,3880783364,3858819541,77693765,4595582862,6458062842
31947640,11604344,102687188,7949789667,220846511,9510432669,9492611550,153544304,2068013446,4143956238
<not counted>,83884,1271252,37264456,<not counted>,<not counted>,12803519,<not counted>,12702879,28731041
29087939,8932555,113873228,7762516769,222498120,9863080795,9325694135,157317133,2018998900,4275149370
<not counted>,127736,1415013,55629414,<not counted>,<not counted>,28236726,<not counted>,27375200,38951469
22385315,11522333,44420248,5234442185,105550709,8080410896,7465794483,68284543,1003142912,2634846045
14063839,13343117,56515086,6029008357,86340251,4787520331,5220982999,73589746,2384134790,3932657458
22952124,27671882,58746345,8565243335,2940379,3885796211,3822890349,74494889,4669269169,6503429677
<not counted>,84979,1318760,48151435,<not counted>,<not counted>,24086769,<not counted>,18548097,33532158
<not counted>,97753,479345,51861506,3305504,<not counted>,24508926,<not counted>,26448822,36981380
<not counted>,109303,538255,46117815,<not counted>,<not counted>,19421948,<not counted>,23070178,34201581
<not counted>,94705,445819,46603733,<not counted>,<not counted>,20258309,<not counted>,22994455,34110792
<not counted>,97937,1393178,43897227,<not counted>,<not counted>,18181017,<not counted>,21776266,32517832
<not counted>,108287,517988,49820016,<not counted>,<not counted>,24012822,<not counted>,22873967,35352285
<not counted>,79427,1353158,43565806,<not counted>,<not counted>,19045360,<not counted>,21999890,31828461
<not counted>,97166,1193467,37151290,1559234,<not counted>,14990215,<not counted>,28038155,28040008
<not counted>,80940,1139927,33682033,<not counted>,<not counted>,13541997,<not counted>,<not counted>,25433187
<not counted>,47760,1030497,27300302,<not counted>,<not counted>,10410839,<not counted>,11046693,20863534
<not counted>,63659,950316,30263094,<not counted>,<not counted>,11442698,<not counted>,15185258,23148346
<not counted>,73927,894264,32232769,1939506,<not counted>,12306159,<not counted>,15796468,24714559
<not counted>,53671,1072075,29635187,<not counted>,<not counted>,11494994,<not counted>,10029348,22602628
<not counted>,72958,1064024,34151501,<not counted>,<not counted>,13364599,<not counted>,16514474,25920684
6349,124244,1239969,52302321,<not counted>,7057387,27808425,1127658,20428236,36081705
<not counted>,119403,1226876,68330753,263623,<not counted>,48123259,<not counted>,21428173,41709218
43,100896,1172333,36353390,<not counted>,<not counted>,13892496,27920,24793895,27811439
